Date,Open,High,Low,Close
1978-08-10,1.3635,1.3635,1.3635,1.3635
1978-08-11,1.3716,1.3716,1.3716,1.3716
1978-08-14,1.3868,1.3868,1.3868,1.3868
1978-08-15,1.3879,1.3879,1.3879,1.3879
1978-08-16,1.3872,1.3872,1.3872,1.3872
1978-08-17,1.3576,1.3576,1.3576,1.3576
1978-08-18,1.3643,1.3643,1.3643,1.3643
1978-08-21,1.3477,1.3477,1.3477,1.3477
1978-08-22,1.3528,1.3528,1.3528,1.3528
1978-08-23,1.3484,1.3484,1.3484,1.3484
1978-08-24,1.3515,1.3515,1.3515,1.3515
1978-08-25,1.3443,1.3443,1.3443,1.3443
1978-08-29,1.3517,1.3517,1.3517,1.3517
1978-08-30,1.3569,1.3569,1.3569,1.3569
1978-08-31,1.3585,1.3585,1.3585,1.3585
1978-09-01,1.3617,1.3617,1.3617,1.3617
1978-09-04,1.3672,1.3672,1.3672,1.3672
1978-09-05,1.363,1.363,1.363,1.363
1978-09-06,1.3641,1.3641,1.3641,1.3641
1978-09-07,1.3581,1.3581,1.3581,1.3581
1978-09-08,1.3539,1.3539,1.3539,1.3539
1978-09-11,1.3512,1.3512,1.3512,1.3512
1978-09-12,1.3548,1.3548,1.3548,1.3548
1978-09-13,1.3635,1.3635,1.3635,1.3635
1978-09-14,1.3592,1.3592,1.3592,1.3592
1978-09-15,1.363,1.363,1.363,1.363
1978-09-18,1.362,1.362,1.362,1.362
1978-09-19,1.3637,1.3637,1.3637,1.3637
1978-09-20,1.3702,1.3702,1.3702,1.3702
1978-09-21,1.3757,1.3757,1.3757,1.3757
1978-09-22,1.3734,1.3734,1.3734,1.3734
1978-09-25,1.3797,1.3797,1.3797,1.3797
1978-09-26,1.3768,1.3768,1.3768,1.3768
1978-09-27,1.3806,1.3806,1.3806,1.3806
1978-09-28,1.3822,1.3822,1.3822,1.3822
1978-09-29,1.385,1.385,1.385,1.385
1978-10-02,1.3866,1.3866,1.3866,1.3866
1978-10-03,1.3966,1.3966,1.3966,1.3966
1978-10-04,1.4049,1.4049,1.4049,1.4049
1978-10-05,1.4071,1.4071,1.4071,1.4071
1978-10-06,1.4039,1.4039,1.4039,1.4039
1978-10-09,1.4037,1.4037,1.4037,1.4037
1978-10-10,1.4073,1.4073,1.4073,1.4073
1978-10-11,1.4225,1.4225,1.4225,1.4225
1978-10-12,1.4213,1.4213,1.4213,1.4213
1978-10-13,1.4259,1.4259,1.4259,1.4259
1978-10-16,1.4233,1.4233,1.4233,1.4233
1978-10-17,1.4384,1.4384,1.4384,1.4384
1978-10-18,1.4409,1.4409,1.4409,1.4409
1978-10-19,1.438,1.438,1.438,1.438
1978-10-20,1.4535,1.4535,1.4535,1.4535
1978-10-23,1.4586,1.4586,1.4586,1.4586
1978-10-24,1.4577,1.4577,1.4577,1.4577
1978-10-25,1.4738,1.4738,1.4738,1.4738
1978-10-26,1.4905,1.4905,1.4905,1.4905
1978-10-27,1.493,1.493,1.493,1.493
1978-10-30,1.52,1.52,1.52,1.52
1978-10-31,1.5117,1.5117,1.5117,1.5117
1978-11-01,1.4374,1.4374,1.4374,1.4374
1978-11-02,1.4176,1.4176,1.4176,1.4176
1978-11-03,1.4047,1.4047,1.4047,1.4047
1978-11-06,1.3978,1.3978,1.3978,1.3978
1978-11-07,1.3996,1.3996,1.3996,1.3996
1978-11-08,1.4108,1.4108,1.4108,1.4108
1978-11-09,1.4096,1.4096,1.4096,1.4096
1978-11-10,1.4055,1.4055,1.4055,1.4055
1978-11-13,1.412,1.412,1.412,1.412
1978-11-14,1.4049,1.4049,1.4049,1.4049
1978-11-15,1.4004,1.4004,1.4004,1.4004
1978-11-16,1.3889,1.3889,1.3889,1.3889
1978-11-17,1.3818,1.3818,1.3818,1.3818
1978-11-20,1.3719,1.3719,1.3719,1.3719
1978-11-21,1.3793,1.3793,1.3793,1.3793
1978-11-22,1.378,1.378,1.378,1.378
1978-11-23,1.381,1.381,1.381,1.381
1978-11-24,1.378,1.378,1.378,1.378
1978-11-27,1.3734,1.3734,1.3734,1.3734
1978-11-28,1.3761,1.3761,1.3761,1.3761
1978-11-29,1.3801,1.3801,1.3801,1.3801
1978-11-30,1.3765,1.3765,1.3765,1.3765
1978-12-01,1.3774,1.3774,1.3774,1.3774
1978-12-04,1.3776,1.3776,1.3776,1.3776
1978-12-05,1.3799,1.3799,1.3799,1.3799
1978-12-06,1.3818,1.3818,1.3818,1.3818
1978-12-07,1.3806,1.3806,1.3806,1.3806
1978-12-08,1.3841,1.3841,1.3841,1.3841
1978-12-11,1.392,1.392,1.392,1.392
1978-12-12,1.3893,1.3893,1.3893,1.3893
1978-12-13,1.3868,1.3868,1.3868,1.3868
1978-12-14,1.3931,1.3931,1.3931,1.3931
1978-12-15,1.3965,1.3965,1.3965,1.3965
1978-12-18,1.4209,1.4209,1.4209,1.4209
1978-12-19,1.4341,1.4341,1.4341,1.4341
1978-12-20,1.4355,1.4355,1.4355,1.4355
1978-12-21,1.419,1.419,1.419,1.419
1978-12-22,1.4213,1.4213,1.4213,1.4213
1978-12-27,1.4436,1.4436,1.4436,1.4436
1978-12-28,1.4376,1.4376,1.4376,1.4376
1978-12-29,1.4455,1.4455,1.4455,1.4455
1979-01-02,1.4503,1.4503,1.4503,1.4503
1979-01-03,1.4259,1.4259,1.4259,1.4259
1979-01-04,1.4251,1.4251,1.4251,1.4251
1979-01-05,1.4282,1.4282,1.4282,1.4282
1979-01-08,1.4333,1.4333,1.4333,1.4333
1979-01-09,1.4329,1.4329,1.4329,1.4329
1979-01-10,1.4253,1.4253,1.4253,1.4253
1979-01-11,1.4229,1.4229,1.4229,1.4229
1979-01-12,1.4192,1.4192,1.4192,1.4192
1979-01-15,1.4192,1.4192,1.4192,1.4192
1979-01-16,1.4253,1.4253,1.4253,1.4253
1979-01-17,1.4296,1.4296,1.4296,1.4296
1979-01-18,1.4353,1.4353,1.4353,1.4353
1979-01-19,1.4304,1.4304,1.4304,1.4304
1979-01-22,1.43,1.43,1.43,1.43
1979-01-23,1.4267,1.4267,1.4267,1.4267
1979-01-24,1.4298,1.4298,1.4298,1.4298
1979-01-25,1.4211,1.4211,1.4211,1.4211
1979-01-26,1.4239,1.4239,1.4239,1.4239
1979-01-29,1.4182,1.4182,1.4182,1.4182
1979-01-30,1.418,1.418,1.418,1.418
1979-01-31,1.4138,1.4138,1.4138,1.4138
1979-02-01,1.4035,1.4035,1.4035,1.4035
1979-02-02,1.4023,1.4023,1.4023,1.4023
1979-02-05,1.4158,1.4158,1.4158,1.4158
1979-02-06,1.418,1.418,1.418,1.418
1979-02-07,1.4316,1.4316,1.4316,1.4316
1979-02-08,1.4273,1.4273,1.4273,1.4273
1979-02-09,1.4278,1.4278,1.4278,1.4278
1979-02-12,1.4253,1.4253,1.4253,1.4253
1979-02-13,1.4196,1.4196,1.4196,1.4196
1979-02-14,1.4211,1.4211,1.4211,1.4211
1979-02-15,1.4231,1.4231,1.4231,1.4231
1979-02-16,1.4221,1.4221,1.4221,1.4221
1979-02-19,1.4209,1.4209,1.4209,1.4209
1979-02-20,1.4211,1.4211,1.4211,1.4211
1979-02-21,1.4201,1.4201,1.4201,1.4201
1979-02-22,1.4229,1.4229,1.4229,1.4229
1979-02-23,1.4231,1.4231,1.4231,1.4231
1979-02-26,1.4263,1.4263,1.4263,1.4263
1979-02-27,1.4235,1.4235,1.4235,1.4235
1979-02-28,1.4233,1.4233,1.4233,1.4233
1979-03-01,1.4209,1.4209,1.4209,1.4209
1979-03-02,1.419,1.419,1.419,1.419
1979-03-05,1.4178,1.4178,1.4178,1.4178
1979-03-06,1.4192,1.4192,1.4192,1.4192
1979-03-07,1.4229,1.4229,1.4229,1.4229
1979-03-08,1.4237,1.4237,1.4237,1.4237
1979-03-09,1.4221,1.4221,1.4221,1.4221
1979-03-12,1.4203,1.4203,1.4203,1.4203
1979-03-13,1.4168,1.4168,1.4168,1.4168
1979-03-14,1.419,1.419,1.419,1.419
1979-03-15,1.4186,1.4186,1.4186,1.4186
1979-03-16,1.416,1.416,1.416,1.416
1979-03-19,1.4168,1.4168,1.4168,1.4168
1979-03-20,1.4176,1.4176,1.4176,1.4176
1979-03-21,1.414,1.414,1.414,1.414
1979-03-22,1.418,1.418,1.418,1.418
1979-03-23,1.4162,1.4162,1.4162,1.4162
1979-03-26,1.4205,1.4205,1.4205,1.4205
1979-03-27,1.4178,1.4178,1.4178,1.4178
1979-03-28,1.4182,1.4182,1.4182,1.4182
1979-03-29,1.4156,1.4156,1.4156,1.4156
1979-03-30,1.4158,1.4158,1.4158,1.4158
1979-04-02,1.4083,1.4083,1.4083,1.4083
1979-04-03,1.4077,1.4077,1.4077,1.4077
1979-04-04,1.4079,1.4079,1.4079,1.4079
1979-04-05,1.4061,1.4061,1.4061,1.4061
1979-04-06,1.4023,1.4023,1.4023,1.4023
1979-04-09,1.3955,1.3955,1.3955,1.3955
1979-04-10,1.3968,1.3968,1.3968,1.3968
1979-04-11,1.4002,1.4002,1.4002,1.4002
1979-04-12,1.3935,1.3935,1.3935,1.3935
1979-04-17,1.3939,1.3939,1.3939,1.3939
1979-04-18,1.398,1.398,1.398,1.398
1979-04-19,1.4019,1.4019,1.4019,1.4019
1979-04-20,1.3931,1.3931,1.3931,1.3931
1979-04-23,1.3957,1.3957,1.3957,1.3957
1979-04-24,1.3982,1.3982,1.3982,1.3982
1979-04-25,1.4,1.4,1.4,1.4
1979-04-26,1.3996,1.3996,1.3996,1.3996
1979-04-27,1.4015,1.4015,1.4015,1.4015
1979-04-30,1.3976,1.3976,1.3976,1.3976
1979-05-01,1.3984,1.3984,1.3984,1.3984
1979-05-02,1.3966,1.3966,1.3966,1.3966
1979-05-03,1.3965,1.3965,1.3965,1.3965
1979-05-04,1.3961,1.3961,1.3961,1.3961
1979-05-08,1.398,1.398,1.398,1.398
1979-05-09,1.3974,1.3974,1.3974,1.3974
1979-05-10,1.3953,1.3953,1.3953,1.3953
1979-05-11,1.3951,1.3951,1.3951,1.3951
1979-05-14,1.3937,1.3937,1.3937,1.3937
1979-05-15,1.39,1.39,1.39,1.39
1979-05-16,1.39,1.39,1.39,1.39
1979-05-17,1.3866,1.3866,1.3866,1.3866
1979-05-18,1.3803,1.3803,1.3803,1.3803
1979-05-21,1.3785,1.3785,1.3785,1.3785
1979-05-22,1.3795,1.3795,1.3795,1.3795
1979-05-23,1.3801,1.3801,1.3801,1.3801
1979-05-24,1.3833,1.3833,1.3833,1.3833
1979-05-25,1.3805,1.3805,1.3805,1.3805
1979-05-29,1.3774,1.3774,1.3774,1.3774
1979-05-30,1.382,1.382,1.382,1.382
1979-05-31,1.3864,1.3864,1.3864,1.3864
1979-06-01,1.3816,1.3816,1.3816,1.3816
1979-06-04,1.3841,1.3841,1.3841,1.3841
1979-06-05,1.3839,1.3839,1.3839,1.3839
1979-06-06,1.3824,1.3824,1.3824,1.3824
1979-06-07,1.3837,1.3837,1.3837,1.3837
1979-06-08,1.3847,1.3847,1.3847,1.3847
1979-06-11,1.3841,1.3841,1.3841,1.3841
1979-06-12,1.3826,1.3826,1.3826,1.3826
1979-06-13,1.386,1.386,1.386,1.386
1979-06-14,1.387,1.387,1.387,1.387
1979-06-15,1.3966,1.3966,1.3966,1.3966
1979-06-18,1.3978,1.3978,1.3978,1.3978
1979-06-19,1.4094,1.4094,1.4094,1.4094
1979-06-20,1.4146,1.4146,1.4146,1.4146
1979-06-21,1.4172,1.4172,1.4172,1.4172
1979-06-22,1.4229,1.4229,1.4229,1.4229
1979-06-25,1.4316,1.4316,1.4316,1.4316
1979-06-26,1.4239,1.4239,1.4239,1.4239
1979-06-27,1.4278,1.4278,1.4278,1.4278
1979-06-28,1.4278,1.4278,1.4278,1.4278
1979-06-29,1.4292,1.4292,1.4292,1.4292
1979-07-02,1.4306,1.4306,1.4306,1.4306
1979-07-03,1.429,1.429,1.429,1.429
1979-07-04,1.4351,1.4351,1.4351,1.4351
1979-07-05,1.4395,1.4395,1.4395,1.4395
1979-07-06,1.4355,1.4355,1.4355,1.4355
1979-07-09,1.4312,1.4312,1.4312,1.4312
1979-07-10,1.4339,1.4339,1.4339,1.4339
1979-07-11,1.4407,1.4407,1.4407,1.4407
1979-07-12,1.4395,1.4395,1.4395,1.4395
1979-07-13,1.4374,1.4374,1.4374,1.4374
1979-07-16,1.444,1.444,1.444,1.444
1979-07-17,1.4518,1.4518,1.4518,1.4518
1979-07-18,1.4571,1.4571,1.4571,1.4571
1979-07-19,1.456,1.456,1.456,1.456
1979-07-20,1.4461,1.4461,1.4461,1.4461
1979-07-23,1.4522,1.4522,1.4522,1.4522
1979-07-24,1.4537,1.4537,1.4537,1.4537
1979-07-25,1.4493,1.4493,1.4493,1.4493
1979-07-26,1.4455,1.4455,1.4455,1.4455
1979-07-27,1.4465,1.4465,1.4465,1.4465
1979-07-30,1.4405,1.4405,1.4405,1.4405
1979-07-31,1.4368,1.4368,1.4368,1.4368
1979-08-01,1.4409,1.4409,1.4409,1.4409
1979-08-02,1.4415,1.4415,1.4415,1.4415
1979-08-03,1.4378,1.4378,1.4378,1.4378
1979-08-06,1.4407,1.4407,1.4407,1.4407
1979-08-07,1.4411,1.4411,1.4411,1.4411
1979-08-08,1.4409,1.4409,1.4409,1.4409
1979-08-09,1.4449,1.4449,1.4449,1.4449
1979-08-10,1.4453,1.4453,1.4453,1.4453
1979-08-13,1.443,1.443,1.443,1.443
1979-08-14,1.4391,1.4391,1.4391,1.4391
1979-08-15,1.4384,1.4384,1.4384,1.4384
1979-08-16,1.4424,1.4424,1.4424,1.4424
1979-08-17,1.4378,1.4378,1.4378,1.4378
1979-08-20,1.4386,1.4386,1.4386,1.4386
1979-08-21,1.4386,1.4386,1.4386,1.4386
1979-08-22,1.4397,1.4397,1.4397,1.4397
1979-08-23,1.4399,1.4399,1.4399,1.4399
1979-08-24,1.4415,1.4415,1.4415,1.4415
1979-08-28,1.4393,1.4393,1.4393,1.4393
1979-08-29,1.4391,1.4391,1.4391,1.4391
1979-08-30,1.4438,1.4438,1.4438,1.4438
1979-08-31,1.4424,1.4424,1.4424,1.4424
1979-09-03,1.4428,1.4428,1.4428,1.4428
1979-09-04,1.4432,1.4432,1.4432,1.4432
1979-09-05,1.4453,1.4453,1.4453,1.4453
1979-09-06,1.4505,1.4505,1.4505,1.4505
1979-09-07,1.4524,1.4524,1.4524,1.4524
1979-09-10,1.4565,1.4565,1.4565,1.4565
1979-09-11,1.4524,1.4524,1.4524,1.4524
1979-09-12,1.4537,1.4537,1.4537,1.4537
1979-09-13,1.4514,1.4514,1.4514,1.4514
1979-09-14,1.4505,1.4505,1.4505,1.4505
1979-09-17,1.4514,1.4514,1.4514,1.4514
1979-09-18,1.4533,1.4533,1.4533,1.4533
1979-09-19,1.4539,1.4539,1.4539,1.4539
1979-09-20,1.4786,1.4786,1.4786,1.4786
1979-09-21,1.4791,1.4791,1.4791,1.4791
1979-09-24,1.4775,1.4775,1.4775,1.4775
1979-09-25,1.4765,1.4765,1.4765,1.4765
1979-09-26,1.4762,1.4762,1.4762,1.4762
1979-09-27,1.493,1.493,1.493,1.493
1979-09-28,1.4952,1.4952,1.4952,1.4952
1979-10-01,1.4968,1.4968,1.4968,1.4968
1979-10-02,1.4859,1.4859,1.4859,1.4859
1979-10-03,1.4846,1.4846,1.4846,1.4846
1979-10-04,1.4786,1.4786,1.4786,1.4786
1979-10-05,1.4799,1.4799,1.4799,1.4799
1979-10-08,1.4537,1.4537,1.4537,1.4537
1979-10-09,1.4497,1.4497,1.4497,1.4497
1979-10-10,1.4622,1.4622,1.4622,1.4622
1979-10-11,1.4648,1.4648,1.4648,1.4648
1979-10-12,1.4573,1.4573,1.4573,1.4573
1979-10-15,1.4556,1.4556,1.4556,1.4556
1979-10-16,1.4526,1.4526,1.4526,1.4526
1979-10-17,1.4522,1.4522,1.4522,1.4522
1979-10-18,1.4529,1.4529,1.4529,1.4529
1979-10-19,1.4533,1.4533,1.4533,1.4533
1979-10-22,1.451,1.451,1.451,1.451
1979-10-23,1.4457,1.4457,1.4457,1.4457
1979-10-24,1.4507,1.4507,1.4507,1.4507
1979-10-25,1.4507,1.4507,1.4507,1.4507
1979-10-26,1.448,1.448,1.448,1.448
1979-10-29,1.443,1.443,1.443,1.443
1979-10-30,1.4451,1.4451,1.4451,1.4451
1979-10-31,1.4478,1.4478,1.4478,1.4478
1979-11-01,1.4514,1.4514,1.4514,1.4514
1979-11-02,1.4533,1.4533,1.4533,1.4533
1979-11-05,1.4571,1.4571,1.4571,1.4571
1979-11-06,1.4497,1.4497,1.4497,1.4497
1979-11-07,1.4582,1.4582,1.4582,1.4582
1979-11-08,1.4552,1.4552,1.4552,1.4552
1979-11-09,1.4533,1.4533,1.4533,1.4533
1979-11-12,1.4505,1.4505,1.4505,1.4505
1979-11-13,1.4512,1.4512,1.4512,1.4512
1979-11-14,1.4605,1.4605,1.4605,1.4605
1979-11-15,1.4603,1.4603,1.4603,1.4603
1979-11-16,1.4661,1.4661,1.4661,1.4661
1979-11-19,1.4706,1.4706,1.4706,1.4706
1979-11-20,1.4734,1.4734,1.4734,1.4734
1979-11-21,1.4795,1.4795,1.4795,1.4795
1979-11-22,1.4758,1.4758,1.4758,1.4758
1979-11-23,1.4754,1.4754,1.4754,1.4754
1979-11-26,1.4817,1.4817,1.4817,1.4817
1979-11-27,1.4793,1.4793,1.4793,1.4793
1979-11-28,1.4837,1.4837,1.4837,1.4837
1979-11-29,1.489,1.489,1.489,1.489
1979-11-30,1.497,1.497,1.497,1.497
1979-12-03,1.5133,1.5133,1.5133,1.5133
1979-12-04,1.5017,1.5017,1.5017,1.5017
1979-12-05,1.4859,1.4859,1.4859,1.4859
1979-12-06,1.4914,1.4914,1.4914,1.4914
1979-12-07,1.483,1.483,1.483,1.483
1979-12-10,1.4828,1.4828,1.4828,1.4828
1979-12-11,1.4932,1.4932,1.4932,1.4932
1979-12-12,1.495,1.495,1.495,1.495
1979-12-13,1.4966,1.4966,1.4966,1.4966
1979-12-14,1.491,1.491,1.491,1.491
1979-12-17,1.4945,1.4945,1.4945,1.4945
1979-12-18,1.4968,1.4968,1.4968,1.4968
1979-12-19,1.4997,1.4997,1.4997,1.4997
1979-12-20,1.4988,1.4988,1.4988,1.4988
1979-12-21,1.4959,1.4959,1.4959,1.4959
1979-12-24,1.5013,1.5013,1.5013,1.5013
1979-12-27,1.5074,1.5074,1.5074,1.5074
1979-12-28,1.5076,1.5076,1.5076,1.5076
1979-12-31,1.5081,1.5081,1.5081,1.5081
1980-01-02,1.5149,1.5149,1.5149,1.5149
1980-01-03,1.5177,1.5177,1.5177,1.5177
1980-01-04,1.5129,1.5129,1.5129,1.5129
1980-01-07,1.5168,1.5168,1.5168,1.5168
1980-01-08,1.5108,1.5108,1.5108,1.5108
1980-01-09,1.5161,1.5161,1.5161,1.5161
1980-01-10,1.5133,1.5133,1.5133,1.5133
1980-01-11,1.5108,1.5108,1.5108,1.5108
1980-01-14,1.511,1.511,1.511,1.511
1980-01-15,1.5047,1.5047,1.5047,1.5047
1980-01-16,1.5074,1.5074,1.5074,1.5074
1980-01-17,1.5074,1.5074,1.5074,1.5074
1980-01-18,1.5083,1.5083,1.5083,1.5083
1980-01-21,1.5053,1.5053,1.5053,1.5053
1980-01-22,1.5006,1.5006,1.5006,1.5006
1980-01-23,1.5035,1.5035,1.5035,1.5035
1980-01-24,1.5026,1.5026,1.5026,1.5026
1980-01-25,1.5004,1.5004,1.5004,1.5004
1980-01-28,1.4993,1.4993,1.4993,1.4993
1980-01-29,1.4979,1.4979,1.4979,1.4979
1980-01-30,1.4986,1.4986,1.4986,1.4986
1980-01-31,1.4945,1.4945,1.4945,1.4945
1980-02-01,1.4919,1.4919,1.4919,1.4919
1980-02-04,1.4923,1.4923,1.4923,1.4923
1980-02-05,1.4952,1.4952,1.4952,1.4952
1980-02-06,1.4993,1.4993,1.4993,1.4993
1980-02-07,1.4977,1.4977,1.4977,1.4977
1980-02-08,1.4948,1.4948,1.4948,1.4948
1980-02-11,1.4979,1.4979,1.4979,1.4979
1980-02-12,1.4966,1.4966,1.4966,1.4966
1980-02-13,1.5004,1.5004,1.5004,1.5004
1980-02-14,1.5011,1.5011,1.5011,1.5011
1980-02-15,1.497,1.497,1.497,1.497
1980-02-18,1.4957,1.4957,1.4957,1.4957
1980-02-19,1.4899,1.4899,1.4899,1.4899
1980-02-20,1.491,1.491,1.491,1.491
1980-02-21,1.4903,1.4903,1.4903,1.4903
1980-02-22,1.4813,1.4813,1.4813,1.4813
1980-02-25,1.4791,1.4791,1.4791,1.4791
1980-02-26,1.4791,1.4791,1.4791,1.4791
1980-02-27,1.4782,1.4782,1.4782,1.4782
1980-02-28,1.4799,1.4799,1.4799,1.4799
1980-02-29,1.4689,1.4689,1.4689,1.4689
1980-03-03,1.4628,1.4628,1.4628,1.4628
1980-03-04,1.4588,1.4588,1.4588,1.4588
1980-03-05,1.4596,1.4596,1.4596,1.4596
1980-03-06,1.451,1.451,1.451,1.451
1980-03-07,1.4507,1.4507,1.4507,1.4507
1980-03-10,1.444,1.444,1.444,1.444
1980-03-11,1.4422,1.4422,1.4422,1.4422
1980-03-12,1.4436,1.4436,1.4436,1.4436
1980-03-13,1.4341,1.4341,1.4341,1.4341
1980-03-14,1.4219,1.4219,1.4219,1.4219
1980-03-17,1.3935,1.3935,1.3935,1.3935
1980-03-18,1.3933,1.3933,1.3933,1.3933
1980-03-19,1.3959,1.3959,1.3959,1.3959
1980-03-20,1.4008,1.4008,1.4008,1.4008
1980-03-21,1.393,1.393,1.393,1.393
1980-03-24,1.3856,1.3856,1.3856,1.3856
1980-03-25,1.3818,1.3818,1.3818,1.3818
1980-03-26,1.3845,1.3845,1.3845,1.3845
1980-03-27,1.3663,1.3663,1.3663,1.3663
1980-03-28,1.362,1.362,1.362,1.362
1980-03-31,1.3492,1.3492,1.3492,1.3492
1980-04-01,1.3339,1.3339,1.3339,1.3339
1980-04-02,1.3463,1.3463,1.3463,1.3463
1980-04-03,1.3405,1.3405,1.3405,1.3405
1980-04-08,1.3446,1.3446,1.3446,1.3446
1980-04-09,1.3837,1.3837,1.3837,1.3837
1980-04-10,1.3824,1.3824,1.3824,1.3824
1980-04-11,1.3906,1.3906,1.3906,1.3906
1980-04-14,1.397,1.397,1.397,1.397
1980-04-15,1.3793,1.3793,1.3793,1.3793
1980-04-16,1.3998,1.3998,1.3998,1.3998
1980-04-17,1.4037,1.4037,1.4037,1.4037
1980-04-18,1.4104,1.4104,1.4104,1.4104
1980-04-21,1.4085,1.4085,1.4085,1.4085
1980-04-22,1.4031,1.4031,1.4031,1.4031
1980-04-23,1.4263,1.4263,1.4263,1.4263
1980-04-24,1.4331,1.4331,1.4331,1.4331
1980-04-25,1.4358,1.4358,1.4358,1.4358
1980-04-28,1.4461,1.4461,1.4461,1.4461
1980-04-29,1.4449,1.4449,1.4449,1.4449
1980-04-30,1.4426,1.4426,1.4426,1.4426
1980-05-01,1.443,1.443,1.443,1.443
1980-05-02,1.431,1.431,1.431,1.431
1980-05-06,1.4495,1.4495,1.4495,1.4495
1980-05-07,1.4524,1.4524,1.4524,1.4524
1980-05-08,1.4468,1.4468,1.4468,1.4468
1980-05-09,1.4362,1.4362,1.4362,1.4362
1980-05-12,1.4478,1.4478,1.4478,1.4478
1980-05-13,1.447,1.447,1.447,1.447
1980-05-14,1.4495,1.4495,1.4495,1.4495
1980-05-15,1.4495,1.4495,1.4495,1.4495
1980-05-16,1.447,1.447,1.447,1.447
1980-05-19,1.4438,1.4438,1.4438,1.4438
1980-05-20,1.442,1.442,1.442,1.442
1980-05-21,1.4535,1.4535,1.4535,1.4535
1980-05-22,1.4539,1.4539,1.4539,1.4539
1980-05-23,1.4603,1.4603,1.4603,1.4603
1980-05-27,1.4725,1.4725,1.4725,1.4725
1980-05-28,1.4676,1.4676,1.4676,1.4676
1980-05-29,1.4663,1.4663,1.4663,1.4663
1980-05-30,1.4646,1.4646,1.4646,1.4646
1980-06-02,1.4631,1.4631,1.4631,1.4631
1980-06-03,1.4637,1.4637,1.4637,1.4637
1980-06-04,1.4669,1.4669,1.4669,1.4669
1980-06-05,1.4667,1.4667,1.4667,1.4667
1980-06-06,1.4669,1.4669,1.4669,1.4669
1980-06-09,1.4754,1.4754,1.4754,1.4754
1980-06-10,1.4754,1.4754,1.4754,1.4754
1980-06-11,1.4721,1.4721,1.4721,1.4721
1980-06-12,1.4734,1.4734,1.4734,1.4734
1980-06-13,1.4808,1.4808,1.4808,1.4808
1980-06-16,1.4738,1.4738,1.4738,1.4738
1980-06-17,1.4695,1.4695,1.4695,1.4695
1980-06-18,1.4747,1.4747,1.4747,1.4747
1980-06-19,1.4706,1.4706,1.4706,1.4706
1980-06-20,1.471,1.471,1.471,1.471
1980-06-23,1.4723,1.4723,1.4723,1.4723
1980-06-24,1.4704,1.4704,1.4704,1.4704
1980-06-25,1.4706,1.4706,1.4706,1.4706
1980-06-26,1.4719,1.4719,1.4719,1.4719
1980-06-27,1.4723,1.4723,1.4723,1.4723
1980-06-30,1.4741,1.4741,1.4741,1.4741
1980-07-01,1.4745,1.4745,1.4745,1.4745
1980-07-02,1.4769,1.4769,1.4769,1.4769
1980-07-03,1.4767,1.4767,1.4767,1.4767
1980-07-04,1.481,1.481,1.481,1.481
1980-07-07,1.4894,1.4894,1.4894,1.4894
1980-07-08,1.4941,1.4941,1.4941,1.4941
1980-07-09,1.4923,1.4923,1.4923,1.4923
1980-07-10,1.4905,1.4905,1.4905,1.4905
1980-07-11,1.4908,1.4908,1.4908,1.4908
1980-07-14,1.4885,1.4885,1.4885,1.4885
1980-07-15,1.4852,1.4852,1.4852,1.4852
1980-07-16,1.4877,1.4877,1.4877,1.4877
1980-07-17,1.4928,1.4928,1.4928,1.4928
1980-07-18,1.485,1.485,1.485,1.485
1980-07-21,1.4896,1.4896,1.4896,1.4896
1980-07-22,1.4928,1.4928,1.4928,1.4928
1980-07-23,1.4919,1.4919,1.4919,1.4919
1980-07-24,1.4957,1.4957,1.4957,1.4957
1980-07-25,1.4932,1.4932,1.4932,1.4932
1980-07-28,1.4908,1.4908,1.4908,1.4908
1980-07-29,1.4806,1.4806,1.4806,1.4806
1980-07-30,1.4697,1.4697,1.4697,1.4697
1980-07-31,1.4605,1.4605,1.4605,1.4605
1980-08-01,1.4531,1.4531,1.4531,1.4531
1980-08-04,1.4575,1.4575,1.4575,1.4575
1980-08-05,1.4643,1.4643,1.4643,1.4643
1980-08-06,1.4693,1.4693,1.4693,1.4693
1980-08-07,1.4611,1.4611,1.4611,1.4611
1980-08-08,1.4599,1.4599,1.4599,1.4599
1980-08-11,1.4592,1.4592,1.4592,1.4592
1980-08-12,1.4607,1.4607,1.4607,1.4607
1980-08-13,1.462,1.462,1.462,1.462
1980-08-14,1.4571,1.4571,1.4571,1.4571
1980-08-15,1.4569,1.4569,1.4569,1.4569
1980-08-18,1.4463,1.4463,1.4463,1.4463
1980-08-19,1.4459,1.4459,1.4459,1.4459
1980-08-20,1.448,1.448,1.448,1.448
1980-08-21,1.4468,1.4468,1.4468,1.4468
1980-08-22,1.4405,1.4405,1.4405,1.4405
1980-08-26,1.4411,1.4411,1.4411,1.4411
1980-08-27,1.4436,1.4436,1.4436,1.4436
1980-08-28,1.4512,1.4512,1.4512,1.4512
1980-08-29,1.4465,1.4465,1.4465,1.4465
1980-09-01,1.452,1.452,1.452,1.452
1980-09-02,1.4584,1.4584,1.4584,1.4584
1980-09-03,1.4586,1.4586,1.4586,1.4586
1980-09-04,1.4613,1.4613,1.4613,1.4613
1980-09-05,1.4571,1.4571,1.4571,1.4571
1980-09-08,1.4594,1.4594,1.4594,1.4594
1980-09-09,1.459,1.459,1.459,1.459
